,Prompt,Correct Object,GPT-reply,Status
734,"Paul McCartney:(1942-06-18)::Colleen Dewhurst:X; X is
1) 1964-03-03
2) 1958-12-25
3) 1940-09-20
4) 1924-06-03",1924-06-03,4) 1924-06-03,True
735,"Colleen Dewhurst:(1924-06-03)::Michael Kors:X; X is
1) 1968-09-13
2) 1959-08-09
3) 1969-05-27
4) 1966-10-09",1959-08-09,2) 1959-08-09,True
736,"Michael Kors:(1959-08-09)::Brian Griese:X; X is
1) 1898-04-09
2) 1951-09-21
3) 1942-01-01
4) 1975-03-18",1975-03-18,4) 1975-03-18,True
737,"Brian Griese:(1975-03-18)::Kordell Stewart:X; X is
1) 1929-12-06
2) 1972-10-16
3) 1932-06-17
4) 1965-10-05",1972-10-16,2) 1972-10-16,True
738,"Kordell Stewart:(1972-10-16)::Russell D Feingold:X; X is
1) 1943-10-13
2) 1968-08-23
3) 1953-03-02
4) 1951-02-11",1953-03-02,1) 1943-10-13,False
739,"Russell D Feingold:(1953-03-02)::Mary Matalin:X; X is
1) 1946-12-18
2) 1945-12-05
3) 1953-08-19
4) 1929-11-30",1953-08-19,1) 1946-12-18,False
740,"Mary Matalin:(1953-08-19)::Renee Zellweger:X; X is
1) 1921-11-24
2) 1969-04-25
3) 1947-06-01
4) 1945-10-19",1969-04-25,2) 1969-04-25,True
741,"Renee Zellweger:(1969-04-25)::Dianne Feinstein:X; X is
1) 1937-07-06
2) 1933-06-22
3) 1860-07-07
4) 1945-01-01",1933-06-22,2) 1933-06-22,True
742,"Dianne Feinstein:(1933-06-22)::John Irving:X; X is
1) 1955-10-07
2) 1938-01-01
3) 1968-11-18
4) 1942-03-02",1942-03-02,4) 1942-03-02,True
743,"John Irving:(1942-03-02)::Manohla Dargis:X; X is
1) 1955-11-06
2) 1961-01-01
3) 1894-09-15
4) 1959-07-13",1961-01-01,4) 1959-07-13,False
744,"Manohla Dargis:(1961-01-01)::James A Jr Traficant:X; X is
1) 1941-05-01
2) 1967-01-08
3) 1958-01-01
4) 1964-01-26",1941-05-01,1) 1941-05-01,True
745,"James A Jr Traficant:(1941-05-01)::Annette Bening:X; X is
1) 1945-08-04
2) 1968-09-10
3) 1958-05-29
4) 1952-12-27",1958-05-29,3) 1958-05-29,True
746,"Annette Bening:(1958-05-29)::Hassan Mustafa Osama Nasr:X; X is
1) 1933-08-11
2) 1924-01-31
3) 1963-03-18
4) 1954-07-30",1963-03-18,3) 1963-03-18,True
747,"Hassan Mustafa Osama Nasr:(1963-03-18)::Massoud Barzani:X; X is
1) 1965-02-07
2) 1883-07-29
3) 1946-08-16
4) 1947-03-18",1946-08-16,3) 1946-08-16,True
748,"Massoud Barzani:(1946-08-16)::A N Wilson:X; X is
1) 1961-04-22
2) 1932-02-04
3) 1950-10-27
4) 1964-06-22",1950-10-27,3) 1950-10-27,True
749,"A N Wilson:(1950-10-27)::Paul Oskar Kristeller:X; X is
1) 1905-05-22
2) 1955-02-24
3) 1927-01-17
4) 1955-10-07",1905-05-22,1) 1905-05-22,True
750,"Paul Oskar Kristeller:(1905-05-22)::Karrie Webb:X; X is
1) 1940-08-28
2) 1974-12-21
3) 1941-05-23
4) 1954-12-05",1974-12-21,2) 1974-12-21,True
751,"Karrie Webb:(1974-12-21)::Julie Taymor:X; X is
1) 1927-01-17
2) 1952-12-15
3) 1973-01-01
4) 1932-06-14",1952-12-15,2) 1952-12-15,True
752,"Julie Taymor:(1952-12-15)::Campbell Scott:X; X is
1) 1923-05-01
2) 1936-09-29
3) 1923-05-10
4) 1961-07-19",1961-07-19,4) 1961-07-19,True
753,"Campbell Scott:(1961-07-19)::Peter Mandelson:X; X is
1) 1949-11-03
2) 1939-01-11
3) 1953-10-12
4) 1954-03-01",1953-10-12,1) 1949-11-03,False
754,"Peter Mandelson:(1953-10-12)::Blythe Danner:X; X is
1) 1955-11-06
2) 1944-07-13
3) 1943-02-03
4) 1813-10-10",1943-02-03,3) 1943-02-03,True
755,"Blythe Danner:(1943-02-03)::Roy Romer:X; X is
1) 1955-08-02
2) 1928-10-31
3) 1965-10-05
4) 1939-01-01",1928-10-31,2) 1928-10-31,True
756,"Roy Romer:(1928-10-31)::Muhammad Ali:X; X is
1) 1939-11-20
2) 1930-07-11
3) 1942-01-17
4) 1935-07-17",1942-01-17,3) 1942-01-17,True
757,"Muhammad Ali:(1942-01-17)::Margo Jefferson:X; X is
1) 1978-05-29
2) 1936-12-25
3) 1947-10-17
4) 1923-04-21",1947-10-17,3) 1947-10-17,True
758,"Margo Jefferson:(1947-10-17)::Michael Chang:X; X is
1) 1959-12-30
2) 1942-04-12
3) 1972-02-22
4) 1928-06-03",1972-02-22,3) 1972-02-22,True
759,"Michael Chang:(1972-02-22)::Leontyne Price:X; X is
1) 1981-07-08
2) 1949-12-04
3) 1927-02-10
4) 1937-09-14",1927-02-10,3) 1927-02-10,True
760,"Leontyne Price:(1927-02-10)::Tom Perrotta:X; X is
1) 1970-11-06
2) 1961-08-13
3) 1945-08-14
4) 1973-01-10",1961-08-13,2) 1961-08-13,True
761,"Tom Perrotta:(1961-08-13)::William Shakespeare:X; X is
1) 1564-01-01
2) 1946-12-05
3) 1945-12-20
4) 1964-09-10",1564-01-01,1) 1564-01-01,True
762,"William Shakespeare:(1564-01-01)::Helmut Newton:X; X is
1) 1929-11-30
2) 1991-01-01
3) 1920-10-31
4) 1956-05-07",1920-10-31,1) 1929-11-30,False
763,"Helmut Newton:(1920-10-31)::Andy Goldsworthy:X; X is
1) 1953-12-09
2) 1966-03-25
3) 1954-07-30
4) 1956-07-26",1956-07-26,1) 1953-12-09,False
764,"Andy Goldsworthy:(1956-07-26)::Drew Bledsoe:X; X is
1) 1958-05-04
2) 1972-02-14
3) 1971-12-04
4) 1964-09-02",1972-02-14,3) 1971-12-04,False
765,"Drew Bledsoe:(1972-02-14)::Whitney Houston:X; X is
1) 1968-09-13
2) 1936-08-24
3) 1963-08-09
4) 1990-10-24",1963-08-09,3) 1963-08-09,True
766,"Whitney Houston:(1963-08-09)::Kanye West:X; X is
1) 1924-06-03
2) 1941-05-19
3) 1954-04-12
4) 1977-06-08",1977-06-08,4) 1977-06-08,True
767,"Kanye West:(1977-06-08)::John E Sununu:X; X is
1) 1946-04-11
2) 1964-09-10
3) 1986-11-22
4) 1948-06-28",1964-09-10,1) 1946-04-11,False
768,"John E Sununu:(1964-09-10)::Philip M Condit:X; X is
1) 1941-08-02
2) 1949-01-01
3) 1873-12-07
4) 1949-06-28",1941-08-02,1) 1941-08-02,True
769,"Philip M Condit:(1941-08-02)::Henry J Lyons:X; X is
1) 1957-01-30
2) 1942-01-01
3) 1961-11-02
4) 1968-05-25",1942-01-01,This question can't be answered as there is no clear relationship or pattern established between the given data for Philip M Condit and any potential dates for Henry J Lyons.,False
770,"Henry J Lyons:(1942-01-01)::Bryant Gumbel:X; X is
1) 1948-09-29
2) 1917-09-07
3) 1899-05-10
4) 1922-01-17",1948-09-29,1) 1948-09-29,True
771,"Bryant Gumbel:(1948-09-29)::Scott Rudin:X; X is
1) 1973-06-12
2) 1983-04-26
3) 1982-06-01
4) 1958-07-14",1958-07-14,4) 1958-07-14,True
772,"Scott Rudin:(1958-07-14)::Sally Hemings:X; X is
1) 1773-01-01
2) 1881-03-25
3) 1949-09-26
4) 1902-11-21",1773-01-01,1) 1773-01-01,True
773,"Sally Hemings:(1773-01-01)::Joan Didion:X; X is
1) 1934-12-05
2) 1955-04-24
3) 1937-06-07
4) 1951-01-01",1934-12-05,1) 1934-12-05,True
774,"Joan Didion:(1934-12-05)::Roger Clemens:X; X is
1) 1931-01-16
2) 1962-08-04
3) 1895-02-06
4) 1955-02-22",1962-08-04,2) 1962-08-04,True
775,"Roger Clemens:(1962-08-04)::Roberto Kelly:X; X is
1) 1943-09-17
2) 1964-10-01
3) 1977-04-14
4) 1940-09-11",1964-10-01,2) 1964-10-01,True
776,"Roberto Kelly:(1964-10-01)::Francis Mer:X; X is
1) 1964-08-02
2) 1946-07-26
3) 1939-05-25
4) 1946-10-14",1939-05-25,2) 1946-07-26,False
777,"Francis Mer:(1939-05-25)::Jane Alexander:X; X is
1) 1939-10-28
2) 1952-12-23
3) 1963-04-09
4) 1973-03-01",1939-10-28,1) 1939-10-28,True
778,"Jane Alexander:(1939-10-28)::David Pogue:X; X is
1) 1923-04-21
2) 1963-03-09
3) 1916-08-14
4) 1822-04-27",1963-03-09,2) 1963-03-09,True
779,"David Pogue:(1963-03-09)::Thomas Quasthoff:X; X is
1) 1959-11-09
2) 1960-12-03
3) 1941-04-15
4) 1926-08-03",1959-11-09,1) 1959-11-09,True
780,"Thomas Quasthoff:(1959-11-09)::Dwight Gooden:X; X is
1) 1944-12-02
2) 1966-11-21
3) 1948-07-21
4) 1964-11-16",1964-11-16,4) 1964-11-16,True
781,"Dwight Gooden:(1964-11-16)::Shannon Briggs:X; X is
1) 1948-08-03
2) 1969-01-19
3) 1971-12-04
4) 1949-01-18",1971-12-04,2) 1969-01-19,False
782,"Shannon Briggs:(1971-12-04)::Jane Smiley:X; X is
1) 1931-10-20
2) 1944-12-02
3) 1949-09-26
4) 1954-10-17",1949-09-26,2) 1944-12-02,False
783,"Jane Smiley:(1949-09-26)::Martina Navratilova:X; X is
1) 1946-05-04
2) 1956-10-18
3) 1963-03-09
4) 1968-12-08",1956-10-18,2) 1956-10-18,True
784,"Martina Navratilova:(1956-10-18)::Tony Stewart:X; X is
1) 1934-04-10
2) 1971-05-20
3) 1937-06-04
4) 1943-01-01",1971-05-20,2) 1971-05-20,True
785,"Tony Stewart:(1971-05-20)::Philip H Dougherty:X; X is
1) 1923-12-21
2) 1959-05-05
3) 1980-02-12
4) 1894-09-15",1923-12-21,This question cannot be answered without knowing the birth date of Philip H Dougherty.,False
786,"Philip H Dougherty:(1923-12-21)::Baltasar Garzon:X; X is
1) 1955-10-26
2) 1989-06-02
3) 1953-09-22
4) 1964-03-09",1955-10-26,1) 1955-10-26,True
787,"Baltasar Garzon:(1955-10-26)::Jerry Tarkanian:X; X is
1) 1929-11-30
2) 1930-08-08
3) 1962-01-19
4) 1961-06-09",1930-08-08,2) 1930-08-08,True
788,"Jerry Tarkanian:(1930-08-08)::L Dennis Kozlowski:X; X is
1) 1946-11-16
2) 1940-10-20
3) 1939-07-15
4) 1960-07-17",1946-11-16,1) 1946-11-16,True
789,"L Dennis Kozlowski:(1946-11-16)::Groucho Marx:X; X is
1) 1452-04-15
2) 1890-10-02
3) 1966-06-25
4) 1973-10-03",1890-10-02,2) 1890-10-02,True
790,"Groucho Marx:(1890-10-02)::Ruben Sierra:X; X is
1) 1953-03-04
2) 1949-01-12
3) 1931-10-24
4) 1965-10-06",1965-10-06,1) 1953-03-04,False
791,"Ruben Sierra:(1965-10-06)::Benjamin Franklin:X; X is
1) 1706-01-17
2) 1867-06-08
3) 1959-04-30
4) 1946-12-30",1706-01-17,1) 1706-01-17,True
792,"Benjamin Franklin:(1706-01-17)::Barbara Bonney:X; X is
1) 1976-04-13
2) 1936-12-25
3) 1948-01-02
4) 1956-04-14",1956-04-14,4) 1956-04-14,True
793,"Barbara Bonney:(1956-04-14)::Maria Shriver:X; X is
1) 1957-01-17
2) 1905-12-31
3) 1963-12-02
4) 1955-11-06",1955-11-06,1) 1957-01-17,False
794,"Maria Shriver:(1955-11-06)::Carl Bernstein:X; X is
1) 1923-02-25
2) 1944-02-14
3) 1969-10-19
4) 1908-07-02",1944-02-14,2) 1944-02-14,True
795,"Carl Bernstein:(1944-02-14)::Robert S Bennett:X; X is
1) 1938-10-03
2) 1939-01-01
3) 1867-06-08
4) 1959-06-10",1939-01-01,1) 1938-10-03,False
796,"Robert S Bennett:(1939-01-01)::Kathleen Chalfant:X; X is
1) 1943-11-07
2) 1918-01-26
3) 1945-01-14
4) 1963-06-03",1945-01-14,1) 1943-11-07,False
797,"Kathleen Chalfant:(1945-01-14)::Olivia Goldsmith:X; X is
1) 1931-09-22
2) 1949-01-01
3) 1958-02-22
4) 1941-09-24",1949-01-01,2) 1949-01-01,True
798,"Olivia Goldsmith:(1949-01-01)::Hilary Swank:X; X is
1) 1944-03-26
2) 1963-03-09
3) 1974-07-12
4) 1957-12-13",1974-07-12,3) 1974-07-12,True
799,"Hilary Swank:(1974-07-12)::Mia Hamm:X; X is
1) 1972-03-17
2) 1966-01-01
3) 1976-06-08
4) 1972-02-14",1972-03-17,1) 1972-03-17,True
800,"Mia Hamm:(1972-03-17)::F Lee Bailey:X; X is
1) 1974-10-11
2) 1955-02-21
3) 1941-04-30
4) 1933-06-10",1933-06-10,4) 1933-06-10,True
801,"F Lee Bailey:(1933-06-10)::Gwyneth Paltrow:X; X is
1) 1928-06-03
2) 1452-04-15
3) 1972-09-27
4) 1949-08-09",1972-09-27,3) 1972-09-27,True
802,"Gwyneth Paltrow:(1972-09-27)::Benny Agbayani:X; X is
1) 1936-11-19
2) 1971-12-28
3) 1924-09-28
4) 1963-05-24",1971-12-28,2) 1971-12-28,True
803,"Benny Agbayani:(1971-12-28)::Scott McClellan:X; X is
1) 1942-10-15
2) 1956-05-07
3) 1959-06-10
4) 1968-02-14",1968-02-14,4) 1968-02-14,True
804,"Scott McClellan:(1968-02-14)::Maya Lin:X; X is
1) 1947-12-12
2) 1940-09-20
3) 1969-05-27
4) 1959-10-05",1959-10-05,3) 1969-05-27,False
805,"Maya Lin:(1959-10-05)::John D Negroponte:X; X is
1) 1939-07-21
2) 1953-11-28
3) 1957-01-17
4) 1928-05-23",1939-07-21,1) 1939-07-21,True
806,"John D Negroponte:(1939-07-21)::Adolf Eichmann:X; X is
1) 1957-12-13
2) 1906-03-19
3) 1953-11-28
4) 1956-05-15",1906-03-19,2) 1906-03-19,True
807,"Adolf Eichmann:(1906-03-19)::Eliot L Engel:X; X is
1) 1917-09-07
2) 1953-03-26
3) 1947-03-19
4) 1947-02-18",1947-02-18,2) 1953-03-26,False
808,"Eliot L Engel:(1947-02-18)::Vincent van Gogh:X; X is
1) 1949-03-08
2) 1931-10-20
3) 1853-03-30
4) 1905-12-31",1853-03-30,3) 1853-03-30,True
809,"Vincent van Gogh:(1853-03-30)::David H Komansky:X; X is
1) 1939-01-01
2) 1949-06-08
3) 1943-10-15
4) 1953-06-10",1939-01-01,2) 1949-06-08,False
810,"David H Komansky:(1939-01-01)::James Traub:X; X is
1) 1953-11-25
2) 1860-07-07
3) 1938-02-17
4) 1954-01-01",1954-01-01,1) 1953-11-25,False
811,"James Traub:(1954-01-01)::Ricardo Mayorga:X; X is
1) 1933-06-10
2) 1927-10-11
3) 1973-10-03
4) 1931-09-22",1973-10-03,3) 1973-10-03,True
812,"Ricardo Mayorga:(1973-10-03)::David Pelletier:X; X is
1) 1923-05-01
2) 1974-11-22
3) 1949-06-29
4) 1974-12-19",1974-11-22,2) 1974-11-22,True
813,"David Pelletier:(1974-11-22)::Ryan C Crocker:X; X is
1) 1990-10-24
2) 1964-06-22
3) 1949-06-19
4) 1948-05-17",1949-06-19,3) 1949-06-19,True
814,"Ryan C Crocker:(1949-06-19)::Stephen Holden:X; X is
1) 1967-06-20
2) 1941-07-18
3) 1959-01-01
4) 1732-02-22",1941-07-18,2) 1941-07-18,True
815,"Stephen Holden:(1941-07-18)::Wallace Shawn:X; X is
1) 1971-01-11
2) 1943-11-12
3) 1956-05-23
4) 1969-02-01",1943-11-12,2) 1943-11-12,True
816,"Wallace Shawn:(1943-11-12)::Kathy Bates:X; X is
1) 1948-06-28
2) 1933-09-23
3) 1971-05-01
4) 1812-02-07",1948-06-28,1) 1948-06-28,True
817,"Kathy Bates:(1948-06-28)::Paul L Friedman:X; X is
1) 1950-01-20
2) 1944-02-20
3) 1958-07-14
4) 1964-06-18",1944-02-20,"The answer is not explicitly stated in the provided information. The relationship between the given entities is not defined, therefore no correct conclusion can be drawn.",False
818,"Paul L Friedman:(1944-02-20)::Anwar El- Sadat:X; X is
1) 1918-12-25
2) 1945-03-28
3) 1973-05-21
4) 1943-03-20",1918-12-25,1) 1918-12-25,True
819,"Anwar El- Sadat:(1918-12-25)::Paul Kariya:X; X is
1) 1923-07-11
2) 1974-10-16
3) 1943-09-23
4) 1970-11-09",1974-10-16,2) 1974-10-16,True
820,"Paul Kariya:(1974-10-16)::Mike Barnicle:X; X is
1) 1931-01-17
2) 1961-05-03
3) 1943-10-13
4) 1904-01-01",1943-10-13,3) 1943-10-13,True
821,"Mike Barnicle:(1943-10-13)::Rafael Correa:X; X is
1) 1770-12-16
2) 1944-08-25
3) 1984-01-18
4) 1963-04-06",1963-04-06,4) 1963-04-06,True
822,"Rafael Correa:(1963-04-06)::Lauren Slater:X; X is
1) 1938-08-09
2) 1960-06-30
3) 1977-04-21
4) 1963-03-21",1963-03-21,2) 1960-06-30,False
823,"Lauren Slater:(1963-03-21)::Sean Payton:X; X is
1) 1944-02-09
2) 1937-11-20
3) 1963-12-29
4) 1955-11-06",1963-12-29,3) 1963-12-29,True
824,"Sean Payton:(1963-12-29)::Dikembe Mutombo:X; X is
1) 1966-06-25
2) 1928-01-02
3) 1953-11-25
4) 1937-07-12",1966-06-25,1) 1966-06-25,True
825,"Dikembe Mutombo:(1966-06-25)::Yo-Yo Ma:X; X is
1) 1943-11-28
2) 1946-03-22
3) 1940-07-07
4) 1955-10-07",1955-10-07,4) 1955-10-07,True
826,"Yo-Yo Ma:(1955-10-07)::Mike Weir:X; X is
1) 1935-10-07
2) 1954-09-20
3) 1970-05-12
4) 1941-05-01",1970-05-12,3) 1970-05-12,True
827,"Mike Weir:(1970-05-12)::Allan Kozinn:X; X is
1) 1954-07-30
2) 1954-10-26
3) 1941-05-01
4) 1929-04-01",1954-07-30,2) 1954-10-26,False
828,"Allan Kozinn:(1954-07-30)::Ludwig van Beethoven:X; X is
1) 1770-12-16
2) 1945-03-28
3) 1930-06-24
4) 1947-01-01",1770-12-16,1) 1770-12-16,True
829,"Ludwig van Beethoven:(1770-12-16)::Patrik Elias:X; X is
1) 1976-04-13
2) 1947-10-06
3) 1947-12-12
4) 1948-12-24",1976-04-13,1) 1976-04-13,True
830,"Patrik Elias:(1976-04-13)::Theodore B Olson:X; X is
1) 1975-11-18
2) 1940-09-11
3) 1959-04-03
4) 1961-01-27",1940-09-11,2) 1940-09-11,True
831,"Theodore B Olson:(1940-09-11)::Chris DiMarco:X; X is
1) 1946-01-23
2) 1970-05-18
3) 1968-08-23
4) 1983-04-26",1968-08-23,2) 1970-05-18,False
832,"Chris DiMarco:(1968-08-23)::Albert Costa:X; X is
1) 1975-06-25
2) 1953-09-22
3) 1948-12-03
4) 1944-07-13",1975-06-25,1) 1975-06-25,True
833,"Albert Costa:(1975-06-25)::Thomas A Edison:X; X is
1) 1860-07-07
2) 1939-12-16
3) 1847-02-11
4) 1954-01-01",1847-02-11,3) 1847-02-11,True
834,"Thomas A Edison:(1847-02-11)::Freddy Adu:X; X is
1) 1967-12-06
2) 1926-11-07
3) 1989-06-02
4) 1971-05-01",1989-06-02,3) 1989-06-02,True
835,"Freddy Adu:(1989-06-02)::Nicolae Ceausescu:X; X is
1) 1940-06-10
2) 1918-01-26
3) 1942-04-12
4) 1946-12-14",1918-01-26,2) 1918-01-26,True
836,"Nicolae Ceausescu:(1918-01-26)::Elaine Stritch:X; X is
1) 1916-08-14
2) 1917-06-30
3) 1925-02-02
4) 1939-10-28",1925-02-02,2) 1925-02-02,True
837,"Elaine Stritch:(1925-02-02)::Coretta Scott King:X; X is
1) 1938-05-25
2) 1927-04-27
3) 1947-06-21
4) 1968-07-23",1927-04-27,2) 1927-04-27,True
838,"Coretta Scott King:(1927-04-27)::Natan Sharansky:X; X is
1) 1944-03-24
2) 1937-03-30
3) 1938-10-28
4) 1948-01-20",1948-01-20,1) 1944-03-24,False
839,"Natan Sharansky:(1948-01-20)::Tina Fey:X; X is
1) 1888-07-23
2) 1970-05-18
3) 1937-06-01
4) 1971-01-19",1970-05-18,2) 1970-05-18,True
840,"Tina Fey:(1970-05-18)::Alicia Keys:X; X is
1) 1908-07-02
2) 1949-06-08
3) 1973-03-01
4) 1980-01-25",1980-01-25,4) 1980-01-25,True
841,"Alicia Keys:(1980-01-25)::Wayne Wang:X; X is
1) 1903-06-19
2) 1949-01-12
3) 1954-05-20
4) 1944-01-05",1949-01-12,2) 1949-01-12,True
842,"Wayne Wang:(1949-01-12)::Holly Hunter:X; X is
1) 1882-06-17
2) 1952-09-25
3) 1958-03-20
4) 1993-12-06",1958-03-20,3) 1958-03-20,True
843,"Holly Hunter:(1958-03-20)::Morgan Freeman:X; X is
1) 1911-09-02
2) 1912-07-14
3) 1942-08-14
4) 1937-06-01",1937-06-01,4) 1937-06-01,True
844,"Morgan Freeman:(1937-06-01)::Zalmay Khalilzad:X; X is
1) 1954-01-19
2) 1951-03-22
3) 1930-08-08
4) 1969-08-18",1951-03-22,1) 1954-01-19,False
845,"Zalmay Khalilzad:(1951-03-22)::Joe Torre:X; X is
1) 1955-11-06
2) 1962-02-23
3) 1940-07-18
4) 1940-07-13",1940-07-18,3) 1940-07-18,True
846,"Joe Torre:(1940-07-18)::Mira Nair:X; X is
1) 1951-09-21
2) 1873-12-07
3) 1957-10-15
4) 1952-05-25",1957-10-15,1) 1951-09-21,False
847,"Mira Nair:(1957-10-15)::Kevin Kline:X; X is
1) 1919-10-22
2) 1943-09-25
3) 1749-08-28
4) 1947-10-24",1947-10-24,2) 1943-09-25,False
848,"Kevin Kline:(1947-10-24)::Janet Maslin:X; X is
1) 1949-08-12
2) 1860-07-07
3) 1925-10-24
4) 1956-01-01",1949-08-12,1) 1949-08-12,True
849,"Janet Maslin:(1949-08-12)::Frederic Chopin:X; X is
1) 1969-10-19
2) 1958-01-26
3) 1975-06-07
4) 1810-03-01",1810-03-01,4) 1810-03-01,True
850,"Frederic Chopin:(1810-03-01)::Miles Davis:X; X is
1) 1946-09-15
2) 1926-05-26
3) 1969-05-15
4) 1971-09-07",1926-05-26,2) 1926-05-26,True
851,"Miles Davis:(1926-05-26)::Jagdish Bhagwati:X; X is
1) 1949-02-20
2) 1955-03-02
3) 1934-07-26
4) 1951-09-21",1934-07-26,3) 1934-07-26,True
852,"Jagdish Bhagwati:(1934-07-26)::George Washington:X; X is
1) 1934-08-25
2) 1947-07-28
3) 1732-02-22
4) 1965-10-06",1732-02-22,3) 1732-02-22,True
853,"George Washington:(1732-02-22)::Carolyn McCarthy:X; X is
1) 1980-06-26
2) 1933-06-20
3) 1931-02-06
4) 1944-01-05",1944-01-05,2) 1933-06-20,False
854,"Carolyn McCarthy:(1944-01-05)::Patricia Duff:X; X is
1) 1942-03-21
2) 1954-04-12
3) 1937-05-26
4) 1955-02-08",1954-04-12,2) 1954-04-12,True
855,"Patricia Duff:(1954-04-12)::Fay Weldon:X; X is
1) 1960-01-12
2) 1873-12-07
3) 1962-10-23
4) 1931-09-22",1931-09-22,4) 1931-09-22,True
856,"Fay Weldon:(1931-09-22)::Jacques A Nasser:X; X is
1) 1925-05-28
2) 1984-10-26
3) 1937-06-04
4) 1947-12-12",1947-12-12,3) 1937-06-04,False
857,"Jacques A Nasser:(1947-12-12)::Jim Leach:X; X is
1) 1939-10-18
2) 1942-10-15
3) 1971-03-31
4) 1959-10-23",1942-10-15,2) 1942-10-15,True
858,"Jim Leach:(1942-10-15)::David Bonderman:X; X is
1) 1938-12-10
2) 1928-05-23
3) 1958-08-30
4) 1942-11-27",1942-11-27,1) 1938-12-10,False
859,"David Bonderman:(1942-11-27)::Kurt Warner:X; X is
1) 1958-12-25
2) 1971-06-22
3) 1955-11-04
4) 1860-07-07",1971-06-22,2) 1971-06-22,True
860,"Kurt Warner:(1971-06-22)::David A Paterson:X; X is
1) 1811-06-14
2) 1922-04-01
3) 1966-03-25
4) 1954-05-20",1954-05-20,3) 1966-03-25,False
861,"David A Paterson:(1954-05-20)::Sterling Hitchcock:X; X is
1) 1958-02-03
2) 1971-04-29
3) 1838-10-25
4) 1971-11-09",1971-04-29,2) 1971-04-29,True
862,"Sterling Hitchcock:(1971-04-29)::John J Rigas:X; X is
1) 1942-10-13
2) 1924-11-24
3) 1975-01-01
4) 1822-04-27",1924-11-24,2) 1924-11-24,True
863,"John J Rigas:(1924-11-24)::Eduardo Duhalde:X; X is
1) 1960-09-05
2) 1941-10-05
3) 1942-07-30
4) 1974-10-11",1941-10-05,3) 1942-07-30,False
864,"Eduardo Duhalde:(1941-10-05)::Jean Paul Gaultier:X; X is
1) 1985-06-09
2) 1915-06-05
3) 1924-04-03
4) 1952-04-24",1952-04-24,4) 1952-04-24,True
865,"Jean Paul Gaultier:(1952-04-24)::Mario Batali:X; X is
1) 1946-07-04
2) 1981-02-24
3) 1945-10-14
4) 1960-09-19",1960-09-19,4) 1960-09-19,True
866,"Mario Batali:(1960-09-19)::Meriwether Lewis:X; X is
1) 1964-07-22
2) 1774-08-18
3) 1979-03-13
4) 1867-06-08",1774-08-18,2) 1774-08-18,True
867,"Meriwether Lewis:(1774-08-18)::Horst Kohler:X; X is
1) 1943-02-22
2) 1937-01-18
3) 1937-06-13
4) 1944-10-15",1943-02-22,1) 1943-02-22,True
868,"Horst Kohler:(1943-02-22)::Bartolo Colon:X; X is
1) 1749-08-28
2) 1961-01-27
3) 1973-05-24
4) 1952-05-14",1973-05-24,3) 1973-05-24,True
869,"Bartolo Colon:(1973-05-24)::Jacob G Zuma:X; X is
1) 1930-07-19
2) 1942-04-12
3) 1961-01-27
4) 1964-12-25",1942-04-12,2) 1942-04-12,True
870,"Jacob G Zuma:(1942-04-12)::Ian McKellen:X; X is
1) 1950-10-31
2) 1958-07-08
3) 1939-05-25
4) 1954-01-01",1939-05-25,3) 1939-05-25,True
871,"Ian McKellen:(1939-05-25)::Alfonso Cuaron:X; X is
1) 1961-11-28
2) 1982-03-02
3) 1937-10-04
4) 1928-09-09",1961-11-28,1) 1961-11-28,True
872,"Alfonso Cuaron:(1961-11-28)::Stanley Kubrick:X; X is
1) 1928-07-26
2) 1946-12-30
3) 1981-06-18
4) 1930-05-10",1928-07-26,1) 1928-07-26,True
873,"Stanley Kubrick:(1928-07-26)::Frank Lloyd Wright:X; X is
1) 1953-12-21
2) 1867-06-08
3) 1949-01-07
4) 1989-06-02",1867-06-08,2) 1867-06-08,True
874,"Frank Lloyd Wright:(1867-06-08)::Rene Preval:X; X is
1) 1955-08-04
2) 1975-07-27
3) 1943-01-17
4) 1950-02-22",1943-01-17,3) 1943-01-17,True
875,"Rene Preval:(1943-01-17)::Kelsey Grammer:X; X is
1) 1935-03-26
2) 1973-04-14
3) 1955-02-21
4) 1949-08-09",1955-02-21,3) 1955-02-21,True
876,"Kelsey Grammer:(1955-02-21)::John Fitzgerald Kennedy:X; X is
1) 1940-06-10
2) 1968-10-02
3) 1960-01-01
4) 1917-05-29",1917-05-29,4) 1917-05-29,True
877,"John Fitzgerald Kennedy:(1917-05-29)::Robert A Durst:X; X is
1) 1945-12-20
2) 1943-01-01
3) 1975-03-24
4) 1955-12-04",1943-01-01,2) 1943-01-01,True
878,"Robert A Durst:(1943-01-01)::Douglas N Daft:X; X is
1) 1945-06-06
2) 1981-09-19
3) 1943-03-20
4) 1942-06-24",1943-03-20,1) 1945-06-06,False
879,"Douglas N Daft:(1943-03-20)::Mark Messier:X; X is
1) 1949-07-29
2) 1933-06-17
3) 1945-06-25
4) 1961-01-18",1961-01-18,4) 1961-01-18,True
880,"Mark Messier:(1961-01-18)::Benjamin B Ferencz:X; X is
1) 1953-09-02
2) 1977-06-24
3) 1917-09-07
4) 1920-03-11",1920-03-11,3) 1917-09-07,False
881,"Benjamin B Ferencz:(1920-03-11)::Audra McDonald:X; X is
1) 1848-02-18
2) 1939-12-16
3) 1970-07-03
4) 1828-09-09",1970-07-03,3) 1970-07-03,True
